"Name";"Level";"Casting Time";"Duration";"School";"Ritual";"Range";"Components";"Classes";"Optional/Variant Classes";"Subclasses";"Text"
"Wygnanie";"4";"Akcja";"Koncentracja, do 1 min.";"Odpychania";"False";"9m (6)";"W, S, M (pentakl)";"Cleric, Paladin, Sorcerer, Warlock, Wizard";"";"Wizard (Abjurer), Rogue (Arcane Trickster), Sorcerer (Divine Soul), Fighter (Eldritch Knight), Ranger (Horizon Walker), Ranger (Monster Slayer), Paladin (Vengeance), Paladin (Watchers)";"Jedna istota, którą widzisz w zasięgu, musi wykonać udany rzut obronny na Charyzmę lub zostać przeniesiona do nieszkodliwej półprzestrzeni na czas trwania efektu. Podczas przebywania tam, cel jest obezwładniony. Gdy zaklęcie dobiegnie końca, cel pojawia się ponownie w miejscu, które opuścił lub w najbliższym wolnym miejscu, jeśli jest ono zajęte. Jeśli celem jest Aberracja, Niebianin, Żywiołak, Fey lub Upiór, cel nie powraca, jeśli zaklęcie trwa 1 minutę. Zamiast tego cel zostaje przeniesiony do losowej lokalizacji na płaszczyźnie (wybór DM) powiązanej z jego typem stworzenia.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz obrać za cel jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 4."
"Korowa skóra";"2";"Akcja dodatkowa";"1 godz.";"Przemiany";"False";"Dotyk";"W, S, M (garść kory dębu)";"Druid, Ranger";"";"Druid (Land (Forest)), Bard (Lore), Cleric (Nature)";"Dotykasz chętnej istoty. Do zakończenia działania zaklęcia skóra celu przybiera wygląd przypominający korę, a cel posiada klasę pancerza 17, jeśli jego AC jest niższe."
"Latarnia nadziei";"3";"Akcja";"Koncentracja, do 1 min.";"Odpychania";"False";"9m (6)";"W, S";"Cleric";"";"Bard (Lore), Sorcerer (Divine Soul), Cleric (Life), Paladin (Devotion), Cleric (Peace)";"Wybierz dowolną liczbę istot w zasięgu. Przez cały czas trwania, każdy cel ma Przewagę przy rzutach Mądrości i Rzutach Ratunkowych na Śmierć oraz odzyskuje maksymalną możliwą liczbę Punktów Trafienia z dowolnego leczenia."
"Więź z bestią";"1";"Akcja";"Koncentracja, do 10 min.";"Wieszczenia";"False";"Dotyk";"W, S, M (kawałek futra zawinięty w szmatkę)";"";"Druid, Ranger";"Bard (Lore)";"Nawiązujesz telepatyczną więź z jedną bestią, którą dotkniesz, a która jest do ciebie przyjaźnie nastawiona lub zauroczona przez ciebie. Zaklęcie nie powiedzie się, jeśli wynik Inteligencji bestii wynosi 4 lub więcej. Dopóki zaklęcie nie wygaśnie, połączenie jest aktywne, gdy ty i bestia znajdujecie się w zasięgu wzroku. Poprzez połączenie, bestia może zrozumieć twoje telepatyczne wiadomości do niej i może telepatycznie przekazywać proste emocje i koncepcje z powrotem do ciebie. Gdy połączenie jest aktywne, bestia zyskuje przewagę w rzutach ataku przeciwko każdej istocie w promieniu 1,5 m (1) od ciebie, którą możesz zobaczyć."
"Zmysł bestii";"2";"Akcja";"Koncentracja, do 1 godz.";"Wieszczenia";"True";"Dotyk";"S";"Druid, Ranger";"";"Bard (Lore), Barbarian (Totem Warrior), Barbarian (Wild Heart)";"Dotykasz chętnej Bestii. Przez ten czas możesz postrzegać za pomocą zmysłów Bestii, a także własnych. Kiedy postrzegasz za pomocą zmysłów Bestii, korzystasz z jej specjalnych zmysłów."
"Zdziwienie";"8";"Akcja";"Natychmiastowy";"Uroków";"False";"45m (30)";"W, S, M (brelok do kluczy bez kluczy)";"Bard, Druid, Warlock, Wizard";"";"";"Wysadzasz umysł istoty, którą widzisz w zasięgu. Cel wykonuje rzut obronny na inteligencję. W przypadku nieudanego rzutu obronnego, cel otrzymuje 10d12 obrażeń psychicznych i nie może rzucać zaklęć ani wykonywać akcji Magia. Pod koniec każdych 30 dni, cel powtarza rzut obronny, kończąc efekt w przypadku sukcesu. Efekt może również zostać zakończony przez zaklęcie Większego Przywrócenia, Uzdrowienia lub Życzenia. Przy udanym rzucie obronnym cel otrzymuje tylko połowę obrażeń."
"Rzucenie klątwy";"3";"Akcja";"Koncentracja, do 1 min.";"Nekromancji";"False";"Dotyk";"W, S";"Bard, Cleric, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight), Paladin (Conquest)";"Dotykasz istoty, która musi wykonać udany rzut obronny Mądrości lub zostanie przeklęta na czas trwania efektu. Dopóki klątwa się nie skończy, cel cierpi z powodu jednego z następujących efektów do wyboru:Wybierz jedną zdolność. Cel ma niekorzystny wpływ na testy zdolności i rzuty obronne wykonywane przy użyciu tej zdolności. Cel ma niekorzystny wpływ na rzuty ataku przeciwko tobie. W walce cel musi wykonać udany rzut obronny Mądrości na początku każdej swojej tury lub zostać zmuszony do wykonania akcji Unik w tej turze. Jeśli zadasz celowi obrażenia rzutem ataku lub zaklęciem, cel otrzyma dodatkowe 1 d8 obrażeń nekrotycznych.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Jeśli rzucisz to zaklęcie używając slotu na zaklęcia 4. poziomu, możesz utrzymać na nim Koncentrację przez maksymalnie 10 minut. Jeśli użyjesz slotu na zaklęcia poziomu 5+, zaklęcie nie wymaga Koncentracji, a czas jego trwania wynosi 8 godzin (slot na zaklęcia poziomu 5-6) lub 24 godziny (slot na zaklęcia poziomu 7-8). Jeśli użyjesz slotu na zaklęcie poziomu 9, zaklęcie będzie działać aż do rozproszenia."
"Ręka Bigby'ego";"5";"Akcja";"Koncentracja, do 1 min.";"Wywoływania";"False";"36m (24)";"W, S, M (skorupka jajka i rękawiczka)";"Sorcerer, Wizard";"";"Wizard (Evoker), Warlock (Fathomless)";"Tworzysz dużą dłoń mieniącą się magiczną energią w niezajętej przestrzeni, którą widzisz w swoim zasięgu. Dłoń utrzymuje się przez cały czas trwania zaklęcia i porusza się zgodnie z twoimi poleceniami, naśladując ruchy twojej ręki. Dłoń jest obiektem o AC 20 i Punktach Trafienia równych twojej maksymalnej liczbie Punktów Trafienia. Jeśli spadnie do 0 punktów wytrzymałości, zaklęcie kończy się. Podczas rzucania zaklęcia i jako akcję premiową w późniejszych turach możesz przesunąć dłoń na odległość do 18 m (12), a następnie wywołać jeden z następujących efektów:Zaciśnięta pięść. Dłoń uderza cel znajdujący się w odległości 1,5 m (1) od niej. Wykonaj atak zaklęciem w walce wręcz. Przy trafieniu, cel otrzymuje 5d8 obrażeń od Siły.Siła Dłoni. Ręka próbuje pchnąć Ogromną lub mniejszą istotę w promieniu 1,5 m (1) od niej. Cel musi odnieść sukces w rzucie obronnym na Siłę, w przeciwnym razie dłoń popchnie cel na odległość do 1,5 m (1) plus liczba stóp równa pięciokrotności modyfikatora umiejętności rzucania czarów. Ręka porusza się wraz z celem, pozostając w odległości 1,5 m (1) od niego. Ręka próbuje chwycić Ogromną lub mniejszą istotę w promieniu 1,5 m (1) od niej. Cel musi odnieść sukces w rzucie obronnym na Zręczność, w przeciwnym razie cel zostanie pochwycony, ze współczynnikiem uniku równym współczynnikowi obrony przed zaklęciem. Podczas gdy dłoń chwyta cel, możesz wykonać Akcję Premiową, aby zmiażdżyć go, zadając mu obrażenia równe 4d6 plus twój modyfikator umiejętności rzucania czarów. Ręka zapewnia ci połowę osłony przed atakami i innymi efektami, które pochodzą z jej przestrzeni lub przez nią przechodzą. Dodatkowo, jej przestrzeń liczy się jako Trudny Teren dla twoich wrogów.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia zadawane przez Zaciśniętą Pięść wzrastają o 2 d8, a obrażenia zadawane przez Chwytną Dłoń wzrastają o 2 d6 za każdy poziom slotu zaklęć powyżej 5."
"Barriera Ostrzy";"6";"Akcja";"Koncentracja, do 10 min.";"Wywoływania";"False";"27m (18)";"W, S";"Cleric";"";"Sorcerer (Divine Soul)";"Tworzysz ścianę wirujących ostrzy z magicznej energii. Ściana pojawia się w zasięgu i utrzymuje się przez określony czas. Tworzysz prostą ścianę o długości do 30 m (20), wysokości 6 m (4) i grubości 1,5 m (1) lub pierścieniową ścianę o średnicy do 18 m (12), wysokości 6 m (4) i grubości 1,5 m (1). Ściana zapewnia Osłonę 3/4, a jej obszar to Trudny Teren. Każda istota znajdująca się w obszarze ściany wykonuje rzut obronny na Zręczność, otrzymując 6 d10 obrażeń od Siły w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Stworzenie wykonuje również ten rzut obronny, jeśli wejdzie w obszar ściany lub zakończy tam swoją turę. Stworzenie wykonuje ten rzut tylko raz na turę."
"Straż Ostrza";"0";"Akcja";"Koncentracja, do 1 min.";"Odpychania";"False";"Na siebie";"W, S";"Bard, Sorcerer, Warlock, Wizard";"";"Wizard (Abjurer), Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Za każdym razem, gdy istota wykona rzut ataku przeciwko tobie przed zakończeniem zaklęcia, atakujący odejmuje 1d4 od rzutu ataku."
"Ostrze Katastrofy";"9";"Akcja dodatkowa";"Koncentracja, do 1 min.";"Przywoływania";"False";"18m (12)";"W, S";"";"Sorcerer, Warlock, Wizard";"";"Tworzysz płaską szczelinę w kształcie ostrza o długości około 0,9 m (0) w niezajętej przestrzeni, którą widzisz w zasięgu. Ostrze utrzymuje się przez cały czas trwania zaklęcia. Kiedy rzucasz to zaklęcie, możesz wykonać maksymalnie dwa ataki zaklęciami w walce wręcz za pomocą ostrza, każdy skierowany przeciwko stworzeniu, luźnemu przedmiotowi lub konstrukcji w promieniu 1,5 m (1) od ostrza. Przy trafieniu cel otrzymuje 4d12 obrażeń od siły. Atak ten zostaje uznany za trafienie krytyczne, jeśli liczba na wskaźniku d20 wynosi 18 lub więcej. Przy trafieniu krytycznym, ostrze zadaje dodatkowe 8d12 obrażeń od siły (w sumie 12d12 obrażeń od siły). Jako dodatkową akcję w swojej turze, możesz przenieść ostrze na odległość do 9m (6) do niezajętej przestrzeni, którą widzisz, a następnie ponownie wykonać nim do dwóch ataków zaklęciami w walce wręcz. Ostrze może nieszkodliwie przejść przez dowolną barierę, w tym ścianę siły."
"Błogosławieństwo";"1";"Akcja";"Koncentracja, do 1 min.";"Uroków";"False";"9m (6)";"W, S, M (święty symbol o wartości 5+ GP)";"Cleric, Paladin";"";"Bard (Lore), Sorcerer (Divine Soul), Cleric (Life)";"Błogosławisz maksymalnie trzy istoty w zasięgu zaklęcia. Za każdym razem, gdy cel wykona rzut ataku lub rzut obronny przed zakończeniem zaklęcia, cel dodaje 1d4 do rzutu ataku lub rzutu obronnego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz obrać za cel jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 1."
"Zaraza";"4";"Akcja";"Natychmiastowy";"Nekromancji";"False";"9m (6)";"W, S";"Druid, Sorcerer, Warlock, Wizard";"";"Artificer (Alchemist), Rogue (Arcane Trickster), Druid (Spores), Druid (Land (Desert)), Druid (Land (Arid Land)), Fighter (Eldritch Knight), Cleric (Grave)";"Istota, którą widzisz w zasięgu, wykonuje rzut obronny na Wytrzymałość, otrzymując 8 d8 obrażeń nekrotycznych w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Roślinna istota automatycznie nie wykona rzutu obronnego. Alternatywnie, możesz zaatakować niemagiczną roślinę, która nie jest stworzeniem, taką jak drzewo lub krzew. Nie wykona ona rzutu obronnego; po prostu uschnie i umrze.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d8 za każdy poziom slotu zaklęć powyżej 4."
"Oślepiające Porażenie";"3";"Akcja dodatkowa";"1 min.";"Wywoływania";"False";"Na siebie";"W";"Paladin";"";"";"Cel trafiony atakiem otrzymuje dodatkowe 3d8 obrażeń od Promieniowania, a stan Oślepienia utrzymuje się do końca działania zaklęcia. Na koniec każdej swojej tury, oślepiony cel wykonuje rzut obronny na Wytrzymałość, kończąc zaklęcie na sobie w przypadku sukcesu.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Dodatkowe obrażenia wzrastają o 1d8 za każdy slot zaklęć na poziomie wyższym niż 3."
"Ślepota/głuchota";"2";"Akcja";"1 min.";"Przemiany";"False";"36m (24)";"W";"Bard, Cleric, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Druid (Spores), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight), Warlock (Fiend)";"Jedna istota, którą widzisz w zasięgu zaklęcia, musi wykonać rzut obronny na Wytrzymałość, w przeciwnym razie zostanie oślepiona lub ogłuszona (do wyboru) na czas trwania zaklęcia. Na koniec każdej swojej tury cel powtarza rzut obronny, kończąc zaklęcie na sobie w przypadku sukcesu.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz obrać za cel jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 2."
"Mrugnięcie";"3";"Akcja";"1 min.";"Przemiany";"False";"Na siebie";"W, S";"Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Warlock (Archfey), Bard (Lore), Fighter (Eldritch Knight), Warlock (Hexblade), Cleric (Trickery)";"Rzuć 1d6 na koniec każdej swojej tury przez cały czas trwania zaklęcia. Przy rzucie 4-6 znikasz z obecnej płaszczyzny egzystencji i pojawiasz się na Płaszczyźnie Eterycznej (zaklęcie kończy się natychmiast, jeśli jesteś już na tej płaszczyźnie). Będąc na Płaszczyźnie Eterycznej, możesz postrzegać płaszczyznę, którą opuściłeś, która jest rzucana w odcieniach szarości, ale nie możesz zobaczyć niczego w odległości większej niż 18 m (12). Możesz wpływać i być pod wpływem tylko innych istot na Płaszczyźnie Eterycznej, a istoty na drugiej płaszczyźnie nie mogą cię postrzegać, chyba że mają specjalną zdolność, która pozwala im postrzegać rzeczy na Płaszczyźnie Eterycznej. Wracasz na drugą płaszczyznę na początku swojej następnej tury i po zakończeniu zaklęcia, jeśli jesteś na Płaszczyźnie Eterycznej. Powracasz do wybranej przez siebie wolnej przestrzeni, którą widzisz w promieniu 3 m (2) od miejsca, które opuściłeś. Jeśli w tym zasięgu nie ma żadnego wolnego miejsca, pojawiasz się w najbliższym wolnym miejscu."
"Rozmycie";"2";"Akcja";"Koncentracja, do 1 min.";"Iluzji";"False";"Na siebie";"W";"Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Druid (Land (Arid Land)), Druid (Land (Desert)), Bard (Lore), Fighter (Eldritch Knight), Wizard (Illusionist), Warlock (Genie (Marid)), Warlock (Hexblade)";"Twoje ciało staje się zamazane. Przez cały czas trwania tego efektu każda istota ma utrudnione rzuty ataku przeciwko tobie. Atakujący jest odporny na ten efekt, jeśli postrzega cię za pomocą Ślepowidzenia lub Prawdziwego Wzroku."
"Kości Ziemi";"6";"Akcja";"Natychmiastowy";"Przemiany";"False";"36m (24)";"W, S";"";"Druid";"";"Powodujesz wybuch do sześciu kamiennych filarów z miejsc na ziemi, które widzisz w swoim zasięgu. Każdy filar jest cylindrem o średnicy 1,5 m (1) i wysokości do 9 m (6). Podłoże, na którym pojawia się filar, musi być wystarczająco szerokie dla jego średnicy, a ty możesz celować w ziemię pod stworzeniem, jeśli jest ono średnie lub mniejsze. Każdy filar ma AC 5 i 30 punktów wytrzymałości. Gdy liczba punktów wytrzymałości spadnie do 0, filar rozpada się w gruz, tworząc obszar trudnego terenu o promieniu 3 m (2), który trwa do momentu usunięcia gruzu. Każda część obszaru o średnicy 1,5 m (1) wymaga co najmniej 1 minuty na ręczne oczyszczenie. Jeśli filar zostanie utworzony pod stworzeniem, musi ono wykonać udany rzut obronny na Zręczność lub zostać uniesione przez filar. Jeśli filar nie może osiągnąć pełnej wysokości z powodu sufitu lub innej przeszkody, istota znajdująca się na filarze otrzymuje 6d6 obrażeń od obrażeń kłutych i zostaje skrępowana, wciśnięta między filar a przeszkodę. Skrępowana istota może użyć akcji, aby wykonać test Siły lub Zręczności (wybór należy do istoty) przeciwko współczynnikowi obrony zaklęcia. W przypadku powodzenia, istota nie jest już skrępowana i musi albo zejść z filaru, albo z niego spaść.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 7. poziomu lub wyższego, możesz stworzyć dwa dodatkowe filary na każdy slot powyżej 6. poziomu."
"Dudniące Porażenie";"0";"Akcja";"1 runda";"Wywoływania";"False";"Na siebie";"S, M (broń do walki wręcz warta co najmniej 1 sp)";"Artificer, Sorcerer, Warlock, Wizard";"Sorcerer, Warlock, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker)";"Wymachujesz bronią użytą do rzucenia zaklęcia i wykonujesz nią atak w zwarciu przeciwko jednej istocie w promieniu 1,5 m (1) od ciebie. W przypadku trafienia, cel doznaje normalnych efektów ataku bronią, a następnie zostaje spowity dudniącą energią do początku twojej następnej tury. Jeśli cel dobrowolnie przesunie się o 1,5 m (1) lub więcej do tego czasu, otrzyma 1 d8 obrażeń od pioruna, a zaklęcie zakończy się. Obrażenia zadawane przez to zaklęcie zwiększają się po osiągnięciu określonych poziomów. Na 5. poziomie atak w zwarciu zadaje celowi dodatkowe 1d8 obrażeń od błyskawic przy trafieniu, a obrażenia otrzymywane przez cel za poruszanie się wzrastają do 2d8. Oba rzuty obrażeń wzrastają o 1d8 na 11. poziomie (2d8 i 3d8) i ponownie na 17. poziomie (3d8 i 4d8)."
"Płonące dłonie";"1";"Akcja";"Natychmiastowy";"Wywoływania";"False";"Na siebie";"W, S";"Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Druid (Wildfire), Druid (Land (Arid Land)), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker), Warlock (Fiend), Cleric (Light), Warlock (Genie (Efreeti)), Monk (Sun Soul)";"Cienki arkusz płomieni wystrzeliwuje z ciebie. Każda istota w 4,5-metrowym (3) stożku wykonuje rzut obronny na Zręczność, otrzymując 3d6 obrażeń od ognia w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d6 za każdy poziom slotu zaklęć powyżej 1."
